EXPEDITION,EXP_NUM,SITE,HOLE,GEOB_NR,SHIPSITE,AREA,GEAR,LATITUDE_DEC,LONGITUDE_DEC,DATE,TIME,WATER_DEPTH,RECOVERY,REMARKS
M73-1,120,12013,4,GeoB12013-4,M73/1_682-1,,HF,43.62,7.215166667,07/28/2007,03:09:00,614.3,,
M73-1,120,12013,5,GeoB12013-5,M73/1_683-1,,HF,43.61983333,7.218833333,07/28/2007,03:57:00,613.5,,
M73-1,120,12013,6,GeoB12013-6,M73/1_684-1,,HF,43.62,7.222,07/28/2007,04:44:00,607.9,,
M73-1,120,12013,7,GeoB12013-7,M73/1_685-1,,HF,43.61983333,7.225,07/28/2007,05:33:00,640.7,,"Zmax 14,3 kN"
M73-1,120,12013,8,GeoB12013-8,M73/1_686-1,,HF,43.61983333,7.232333333,07/28/2007,06:30:00,598.1,,
M73-1,120,12014,1,GeoB12014-1,M73/1_677-1,,CPT,43.62,7.205,07/27/2007,21:17:00,584.3,,
M73-1,120,12014,2,GeoB12014-2,M73/1_679-1,,CPT,43.62,7.208333333,07/27/2007,23:55:00,634.2,,
M73-1,120,12014,3,GeoB12014-3,M73/1_681-1,,CPT,43.62,7.211833333,07/28/2007,01:53:00,595.8,,"instrument failure, no data"
M73-1,120,12015,1,GeoB12015-1,M73/1_687-1,,GC,43.615,7.2165,07/28/2007,07:39:00,697.8,353,
M73-1,120,12016,1,GeoB12016-1,M73/1_688-1,,MB+PS,43.61266667,7.213833333,07/28/2007,08:30:00,756.8,,"speed 3kN 180ｰ-1,3nm"
M73-1,120,12017,1,GeoB12017-1,M73/1_689-1,,RC,43.58216667,7.238166667,07/28/2007,10:37:00,1215.6,,Push Corer (IFREMER) #3
M73-1,120,12018,1,GeoB12018-1,M73/1_690-1,,MB+PS,43.58166667,7.227,07/28/2007,12:20:00,1205.8,,
M73-1,120,12019,1,GeoB12019-1,M73/1_691-1,,GC,43.6505,7.1745,07/28/2007,16:38:00,32.5,475,
M73-1,120,12020,1,GeoB12020-1,M73/1_692-1,,CPT,43.65033333,7.1745,07/28/2007,17:05:00,35.2,,
M73-1,120,12020,2,GeoB12020-2,M73/1_693-1,,CPT,43.64816667,7.176666667,07/28/2007,18:05:00,76.1,,
M73-1,120,12020,3,GeoB12020-3,M73/1_694-1,,CPT,43.64666667,7.178333333,07/28/2007,18:42:00,130.5,,
M73-1,120,12020,4,GeoB12020-4,M73/1_695-1,,CPT,43.645,7.18,07/28/2007,19:28:00,182.4,,
M73-1,120,12020,5,GeoB12020-5,M73/1_696-1,,CPT,43.64166667,7.179833333,07/28/2007,20:21:00,157.2,,
M73-1,120,12020,6,GeoB12020-6,M73/1_697-1,,CPT,43.63983333,7.18,07/28/2007,21:00:00,177,,
M73-1,120,12020,7,GeoB12020-7,M73/1_698-1,,CPT,43.63833333,7.18,07/28/2007,21:38:00,197.2,,
M73-1,120,12021,1,GeoB12021-1,M73/1_700-1,,HF,43.62433333,7.171666667,07/29/2007,00:15:00,548.2,,
M73-1,120,12021,2,GeoB12021-2,M73/1_701-1,,HF,43.62816667,7.174166667,07/29/2007,01:00:00,398.1,,
M73-1,120,12021,3,GeoB12021-3,M73/1_702-1,,HF,43.63183333,7.176833333,07/29/2007,01:43:00,284.2,,
M73-1,120,12021,4,GeoB12021-4,M73/1_703-1,,HF,43.63533333,7.178166667,07/29/2007,02:20:00,272.9,,
M73-1,120,12021,5,GeoB12021-5,M73/1_704-1,,HF,43.63866667,7.179833333,07/29/2007,02:54:00,187.6,,
M73-1,120,12021,6,GeoB12021-6,M73/1_705-1,,HF,43.64,7.179666667,07/29/2007,03:31:00,176.8,,
M73-1,120,12021,7,GeoB12021-7,M73/1_706-1,,HF,43.64183333,7.179833333,07/29/2007,04:04:00,182.9,,
M73-1,120,12021,8,GeoB12021-8,M73/1_707-1,,HF,43.64516667,7.179833333,07/29/2007,04:39:00,181.5,,
M73-1,120,12021,9,GeoB12021-9,M73/1_708-1,,HF,43.64666667,7.178333333,07/29/2007,05:14:00,102.3,,
M73-1,120,12021,10,GeoB12021-10,M73/1_709-1,,HF,43.6485,7.1765,07/29/2007,06:01:00,67.8,,Slmax 76m
M73-1,120,12021,11,GeoB12021-11,M73/1_710-1,,HF,43.65,7.175,07/29/2007,06:30:00,58.1,,
M73-1,120,12022,2,GeoB12022-2,M73/1_711-1,,GC,43.627,7.3845,07/29/2007,08:35:00,930.4,573,
M73-1,120,12022,3,GeoB12022-3,M73/1_712-1,,RC,43.627,7.384666667,07/29/2007,09:36:00,934.7,,Push Corer (IFREMER) #4
M73-1,120,12022,4,GeoB12022-4,M73/1_713-1,,RC,43.627,7.385,07/29/2007,11:02:00,933.9,,Push Corer (IFREMER) no recovery
M73-1,120,12023,2,GeoB12023-2,M73/1_714-1,,RC,43.3685,7.547166667,07/29/2007,13:50:00,1932.7,,"Push Corer (IFREMER) SLmax 1932m, Zmax 9.9kN"
M73-1,120,12024,1,GeoB12024-1,M73/1_715-1,,GC,43.36683333,7.519166667,07/29/2007,16:25:00,1880.3,570,W11
M73-1,120,12025,1,GeoB12025-1,,,ParaS,43.61683333,7.216833333,07/29/2007,08:16:00,656.6,,
M73-1,120,12026,1,GeoB12026-1,M73/1_716-1,,HF,43.61683333,7.216833333,07/29/2007,20:16:00,656.6,,Slmax: 658m
M73-1,120,12026,2,GeoB12026-2,M73/1_718-1,,HF,43.61833333,7.216833333,07/29/2007,22:24:00,617.8,,
M73-1,120,12026,3,GeoB12026-3,M73/1_720-1,,HF,43.62,7.216666667,07/30/2007,00:08:00,594.5,,
M73-1,120,12026,4,GeoB12026-4,M73/1_722-1,,HF,43.6215,7.2165,07/30/2007,02:00:00,568.1,,
M73-1,120,12026,5,GeoB12026-5,M73/1_724-1,,HF,43.62333333,7.216833333,07/30/2007,03:54:00,527.1,,
M73-1,120,12026,6,GeoB12026-6,M73/1_726-1,,HF,43.62516667,7.216833333,07/30/2007,05:47:00,530,,
M73-1,120,12027,1,GeoB12027-1,M73/1_717-1,,CPT,43.61666667,7.216833333,07/29/2007,21:04:00,654.3,,
M73-1,120,12027,2,GeoB12027-2,M73/1_719-1,,CPT,43.61833333,7.216833333,07/29/2007,23:06:00,617.2,,
M73-1,120,12027,3,GeoB12027-3,M73/1_721-1,,CPT,43.62,7.216666667,07/30/2007,00:44:00,601.3,,
M73-1,120,12027,4,GeoB12027-4,M73/1_723-1,,CPT,43.62166667,7.216666667,07/30/2007,02:42:00,555.9,,
M73-1,120,12027,5,GeoB12027-5,M73/1_725-1,,CPT,43.62333333,7.216833333,07/30/2007,04:31:00,532.2,,
M73-1,120,12028,1,GeoB12028-1,M73/1_727-1,,CPT,43.62,7.228333333,07/30/2007,09:45:00,545.1,,
M73-1,120,12028,2,GeoB12028-2,M73/1_728-1,,CPT,43.62,7.224833333,07/30/2007,11:18:00,643.4,,
M73-1,120,12029,1,GeoB12029-1,M73/1_729-1,,SEISMIC,43.61533333,7.221,07/30/2007,16:54:00,652.1,,"600m streamer, total 161nm"
M73-1,120,12030,1,GeoB12030-1,M73/1_731-1,,GC,43.62066667,7.2255,08/01/2007,09:12:00,614.5,,"not in report, check availability"
M73-1,120,12031,1,GeoB12031-1,M73/1_732-1,,RC,43.62016667,7.224833333,08/01/2007,10:45:00,635.2,,Push Corer (IFREMER) #6
M73-1,120,12031,2,GeoB12031-2,M73/1_733-1,,RC,43.62,7.225166667,08/01/2007,11:27:00,636.7,,Push Corer (IFREMER) #7
M73-1,120,12032,1,GeoB12032-1,M73/1_734-1,,RC,43.61983333,7.213333333,08/01/2007,12:34:00,636.2,,Push Corer (IFREMER)
M73-1,120,12032,2,GeoB12032-2,M73/1_735-1,,GC,43.62,7.213666667,08/01/2007,13:17:00,644,11,
M73-1,120,12032,3,GeoB12032-3,M73/1_736-1,,GC,43.62,7.213666667,08/01/2007,13:53:00,643.7,73,banana
M73-1,120,12033,1,GeoB12033-1,M73/1_737-1,,RC,43.61983333,7.210333333,08/01/2007,15:05:00,570.1,100,Push Corer (IFREMER) #9
M73-1,120,12034,1,GeoB12034-1,M73/1_738-1,,GC,43.61983333,7.206666667,08/01/2007,16:23:00,636.7,276,GC 3m
M73-1,120,12034,2,GeoB12034-2,M73/1_739-1,,RC,43.61983333,7.206666667,08/01/2007,17:06:00,634.6,,Push Corer (IFREMER) #10
M73-1,120,12035,1,GeoB12035-1,M73/1_740-1,,SEISMIC,43.61983333,7.207166667,08/01/2007,18:13:00,640.9,,"streamer 75m, total 15nm"
M73-1,120,12036,1,GeoB12036-1,M73/1_741-1,,CPT,43.64283333,7.217666667,08/02/2007,00:35:00,67.8,,
M73-1,120,12036,2,GeoB12036-2,M73/1_742-1,,CPT,43.64333333,7.2175,08/02/2007,01:20:00,48.1,,
M73-1,120,12036,3,GeoB12036-3,M73/1_743-1,,CPT,43.64383333,7.2175,08/02/2007,01:53:00,20,,
M73-1,120,12036,4,GeoB12036-4,M73/1_744-1,,CPT,43.645,7.217666667,08/02/2007,02:42:00,50.1,,
M73-1,120,12036,5,GeoB12036-5,M73/1_745-1,,CPT,43.646,7.2175,08/02/2007,03:20:00,48.2,,
M73-1,120,12036,6,GeoB12036-6,M73/1_746-1,,CPT,43.64666667,7.2175,08/02/2007,03:50:00,31.8,,
M73-1,120,12036,7,GeoB12036-7,M73/1_747-1,,CPT,43.64716667,7.217333333,08/02/2007,04:39:00,24.5,,
M73-1,120,12037,1,GeoB12037-1,M73/1_748-1,,RC,43.42466667,7.8575,08/02/2007,09:03:00,2369,,Push Corer (IFREMER) #11
M73-1,120,12038,1,GeoB12038-1,M73/1_749-1,,RC,43.39516667,7.736,08/02/2007,11:35:00,2299.7,,Push Corer (IFREMER) #12
M73-1,120,12039,1,GeoB12039-1,M73/1_750-1,,RC,43.391,7.525166667,08/02/2007,14:29:00,2217.4,,Push Corer (IFREMER) #13
M73-1,120,12040,1,GeoB12040-1,M73/1_751-1,,SEISMIC,43.64983333,7.168166667,08/02/2007,18:26:00,73.2,,75m
M73-1,120,12041,1,GeoB12041-1,M73/1_752-1,,MB+PS,43.63,7.210833333,08/02/2007,21:49:00,8.4,,
M73-1,120,12041,2,GeoB12041-2,M73/1_753-1,,ROV,43.647,7.2155,08/03/2007,02:10:00,26.9,,dive #2
M73-1,120,12042,1,GeoB12042-1,M73/1_754-1,,GC,43.64716667,7.2175,08/03/2007,04:26:00,28.4,343,
M73-1,120,12043,1,GeoB12043-1,M73/1_755-1,,GC,43.64733333,7.2175,08/03/2007,05:10:00,19.9,165,
M73-1,120,12044,1,GeoB12044-1,M73/1_756-1,,MB+PS,43.53783333,7.353166667,08/03/2007,06:49:00,1485.3,,180deg
M73-1,120,12044,2,GeoB12044-2,M73/1_757-1,,GC,43.5345,7.351833333,08/03/2007,08:09:00,1527.4,477,
M73-1,120,12045,1,GeoB12045-1,M73/1_758-1,,MB+PS,43.51983333,7.356,08/03/2007,10:55:00,1753,,
M73-1,120,12045,2,GeoB12045-2,M73/1_759-1,,GC,43.52933333,7.355833333,08/03/2007,11:47:00,1636.7,523,
M73-1,120,12046,1,GeoB12046-1,M73/1_760-1,,SEISMIC,43.531,7.355833333,08/03/2007,13:12:00,1565.5,,"600m streamer, total 76nm"
M73-1,120,12047,1,GeoB12047-1,M73/1_761-1,,GC,43.52983333,7.356,08/04/2007,12:34:00,1627.1,26,W11
M73-1,120,12048,1,GeoB12048-1,M73/1_762-1,,GC,43.51083333,7.3565,08/04/2007,14:30:00,1816.6,151,
M73-1,120,12049,1,GeoB12049-1,M73/1_763-1,,HF,43.53666667,7.355833333,08/04/2007,16:28:00,1512.8,,
M73-1,120,12049,2,GeoB12049-2,M73/1_765-1,,HF,43.53416667,7.355666667,08/04/2007,17:54:00,1528.8,,
M73-1,120,12049,3,GeoB12049-3,M73/1_766-1,,HF,43.53183333,7.355666667,08/04/2007,18:53:00,1553.9,,
M73-1,120,12049,4,GeoB12049-4,M73/1_767-1,,HF,43.5295,7.355666667,08/04/2007,19:29:00,1642.2,,
M73-1,120,12049,5,GeoB12049-5,M73/1_768-1,,HF,43.52766667,7.355666667,08/04/2007,20:45:00,1679.1,,
M73-1,120,12049,6,GeoB12049-6,M73/1_769-1,,HF,43.52583333,7.355833333,08/04/2007,21:44:00,1694.6,,
M73-1,120,12049,7,GeoB12049-7,M73/1_770-1,,HF,43.52333333,7.355833333,08/04/2007,22:30:00,1725.5,,
M73-1,120,12049,8,GeoB12049-8,M73/1_771-1,,HF,43.52083333,7.356,08/04/2007,23:10:00,1748.5,,
M73-1,120,12049,9,GeoB12049-9,M73/1_772-1,,HF,43.5185,7.356,08/04/2007,23:52:00,1761.1,,
M73-1,120,12049,10,GeoB12049-10,M73/1_773-1,,HF,43.51583333,7.355833333,08/05/2007,00:31:00,1787.1,,
M73-1,120,12049,11,GeoB12049-11,M73/1_774-1,,HF,43.51333333,7.355833333,08/05/2007,01:20:00,1800.2,,
M73-1,120,12049,12,GeoB12049-12,M73/1_775-1,,HF,43.51083333,7.355833333,08/05/2007,02:11:00,1819.2,,
M73-1,120,12049,13,GeoB12049-13,M73/1_776-1,,HF,43.50883333,7.355833333,08/05/2007,03:27:00,1824.6,,failed
M73-1,120,12050,1,GeoB12050-1,,,CPT,43.53666667,7.355833333,08/04/2007,05:30:00,0,,Deep Water CPT Lance
M73-1,120,12051,1,GeoB12051-1,M73/1_777-1,,SEISMIC,43.5085,7.347166667,08/05/2007,04:52:00,1823.4,,"600m streamer, total 30nm"
M73-1,120,12052,1,GeoB12052-1,M73/1_778-1,,GC,43.52983333,7.424166667,08/05/2007,13:46:00,1903.9,259,
M73-1,120,12053,1,GeoB12053-1,M73/1_779-1,,GC,43.53816667,7.412166667,08/05/2007,15:45:00,1754.2,153,banana
M73-1,120,12054,1,GeoB12054-1,M73/1_780-1,,RC,43.50833333,7.368666667,08/05/2007,17:33:00,1829.7,100,Push Corer (IFREMER) #14
M73-1,120,12055,1,GeoB12055-1,M73/1_781-1,,SEISMIC,43.607,7.211333333,08/05/2007,20:05:00,802.9,,total 7nm
M73-1,120,12056,1,GeoB12056-1,M73/1_782-1,,CPT,43.64666667,7.2175,08/05/2007,23:42:00,41.2,,long-term test with surface buoy
M73-1,120,12057,1,GeoB12057-1,M73/1_783-1,,ROV,43.64666667,7.22,08/06/2007,00:52:00,22.3,,"dives #3, #4"
M73-1,120,12058,1,GeoB12058-1,M73/1_784-1,,RC,43.36533333,7.537333333,08/06/2007,10:48:00,1930,,Push Corer (IFREMER) #15
M73-1,120,12059,1,GeoB12059-1,M73/1_785-1,,RC,43.4495,7.4545,08/06/2007,13:17:00,2067.7,,Push Corer (IFREMER) #16
M73-1,120,12060,1,GeoB12060-1,M73/1_786-1,,GC,43.54116667,7.4085,08/06/2007,15:57:00,1585.8,476,
M73-1,120,12061,1,GeoB12061-1,M73/1_787-1,,GC,43.52,7.438,08/06/2007,17:54:00,2089.6,242,"Szmax 39,8kn"
M73-1,120,12062,1,GeoB12062-1,M73/1_787-1,,GC,43.52,7.438,08/06/2007,19:12:00,2090.6,,probably no GC (CPT?)
M73-1,120,12062,2,GeoB12062-2,M73/1_789-1,,CPT,43.53416667,7.355833333,08/06/2007,21:21:00,1530.5,,
M73-1,120,12062,3,GeoB12062-3,M73/1_790-1,,CPT,43.53183333,7.355833333,08/06/2007,23:13:00,1549.5,,
M73-1,120,12063,1,GeoB12063-1,M73/1_791-1,,HF,43.54083333,7.4085,08/07/2007,00:45:00,1590.7,,
M73-1,120,12063,2,GeoB12063-2,M73/1_792-1,,HF,43.53816667,7.412166667,08/07/2007,02:15:00,1799.1,,pogo-style
M73-1,120,12063,3,GeoB12063-3,M73/1_793-1,,HF,43.53533333,7.416166667,08/07/2007,03:37:00,1803,,
M73-1,120,12063,4,GeoB12063-4,M73/1_794-1,,HF,43.53333333,7.419,08/07/2007,04:46:00,1857.5,,
M73-1,120,12063,5,GeoB12063-5,M73/1_795-1,,HF,43.52983333,7.424166667,08/07/2007,05:44:00,1903.9,,
M73-1,120,12063,6,GeoB12063-6,M73/1_796-1,,HF,43.52783333,7.427166667,08/07/2007,06:21:00,1910.7,,
M73-1,120,12064,1,GeoB12064-1,M73/1_797-1,,GC,43.5185,7.436666667,08/07/2007,07:57:00,2094.1,300,
M73-1,120,12065,1,GeoB12065-1,M73/1_798-1,,GC,43.44966667,7.454833333,08/07/2007,10:50:00,2068.4,,
M73-1,120,12066,1,GeoB12066-1,M73/1_799-1,,GC,43.52216667,7.404,08/07/2007,13:26:00,1636.8,304,
M73-1,120,12067,1,GeoB12067-1,M73/1_800-1,,GC,43.487,7.451166667,08/07/2007,15:30:00,1987.6,330,
M73-1,120,12068,1,GeoB12068-1,M73/1_801-1,,RC,43.53533333,7.287333333,08/07/2007,17:54:00,1550.1,,Push Corer (IFREMER) #17
M73-1,120,12069,1,GeoB12069-1,M73/1_802-1,,RC,43.55516667,7.264,08/07/2007,19:33:00,1433.2,,Push Corer (IFREMER) #18
M73-1,120,12070,1,GeoB12070-1,M73/1_803-1,,CPT,43.64066667,7.215666667,08/07/2007,21:39:00,166.1,,
M73-1,120,12070,2,GeoB12070-2,M73/1_804-1,,CPT,43.642,7.2155,08/07/2007,22:29:00,130.6,,
M73-1,120,12070,3,GeoB12070-3,M73/1_805-1,,CPT,43.64283333,7.2155,08/07/2007,23:07:00,117,,
M73-1,120,12070,4,GeoB12070-4,M73/1_806-1,,CPT,43.64383333,7.2155,08/07/2007,23:44:00,92.1,,
M73-1,120,12070,5,GeoB12070-5,M73/1_807-1,,CPT,43.64483333,7.2155,08/08/2007,00:19:00,62.9,,
M73-1,120,12070,6,GeoB12070-6,M73/1_808-1,,CPT,43.64533333,7.2155,08/08/2007,00:57:00,53.5,,
M73-1,120,12070,7,GeoB12070-7,M73/1_809-1,,CPT,43.64583333,7.2155,08/08/2007,01:30:00,47.4,,
M73-1,120,12070,8,GeoB12070-8,M73/1_810-1,,CPT,43.6465,7.2155,08/08/2007,02:03:00,32.8,,
M73-1,120,12070,9,GeoB12070-9,M73/1_811-1,,CPT,43.647,7.2155,08/08/2007,02:34:00,24.9,,
M73-1,120,12071,1,GeoB12071-1,M73/1_812-1,,RC,43.6455,7.2155,08/08/2007,03:17:00,49.7,100,Push Corer (IFREMER) #19
M73-1,120,12072,1,GeoB12072-1,M73/1_813-1,,GC,43.64383333,7.2195,08/08/2007,03:53:00,20.9,465,
M73-1,120,12072,2,GeoB12072-2,M73/1_814-1,,CPT,43.64383333,7.2195,08/08/2007,04:12:00,18,,
M73-1,120,12073,1,GeoB12073-1,M73/1_815-1,,GC,43.52733333,7.4285,08/08/2007,07:17:00,1921.3,140,
M73-1,120,12074,1,GeoB12074-1,M73/1_816-1,,GC,43.5225,7.432833333,08/08/2007,10:00:00,2001.7,381,
M73-1,120,12075,1,GeoB12075-1,M73/1_817-1,,GC,43.5145,7.442833333,08/08/2007,12:20:00,2101.6,166,
M73-1,120,12076,1,GeoB12076-1,M73/1_818-1,,RC,43.53466667,7.2875,08/08/2007,15:54:00,1556.5,,Push Corer (IFREMER) #20
M73-1,120,12077,1,GeoB12077-1,M73/1_819-1,,RC,43.5085,7.369166667,08/08/2007,17:50:00,1830.7,,"Push Corer (IFREMER) #21, Slmax 1820m"
M73-1,120,12078,1,GeoB12078-1,M73/1_820-1,,HF,43.525,7.431,08/08/2007,19:56:00,1937.8,,Szmax 34.7kn
M73-1,120,12078,2,GeoB12078-2,M73/1_820-1,,HF,43.52233333,7.436,08/08/2007,21:35:00,1987.7,,
M73-1,120,12078,3,GeoB12078-3,M73/1_822-1,,HF,43.52016667,7.437666667,08/09/2007,00:13:00,2097.7,,
M73-1,120,12078,4,GeoB12078-4,M73/1_823-1,,HF,43.5185,7.4405,08/09/2007,02:13:00,2095.2,,
M73-1,120,12078,5,GeoB12078-5,M73/1_824-1,,HF,43.51616667,7.443833333,08/09/2007,03:31:00,2099.3,,
M73-1,120,12078,6,GeoB12078-6,M73/1_825-1,,HF,43.514,7.446666667,08/09/2007,04:22:00,2096.8,,
M73-1,120,12078,7,GeoB12078-7,M73/1_826-1,,HF,43.51083333,7.451166667,08/09/2007,05:11:00,2091.9,,
M73-1,120,12078,8,GeoB12078-8,M73/1_827-1,,HF,43.5085,7.455333333,08/09/2007,06:05:00,2095.1,,
M73-1,120,12079,1,GeoB12079-1,M73/1_828-1,,GC,43.50416667,7.460166667,08/09/2007,07:38:00,2091.4,,
M73-1,120,12080,1,GeoB12080-1,M73/1_829-1,,GC,43.53,7.4115,08/09/2007,09:45:00,1776.4,346,
M73-1,120,12081,1,GeoB12081-1,M73/1_830-1,,GC,43.519,7.366,08/09/2007,11:37:00,1741.3,400,
M73-1,120,12082,1,GeoB12082-1,M73/1_831-1,,GC,43.49783333,7.393166667,08/09/2007,13:33:00,1888.7,,empty liner
M73-1,120,12082,2,GeoB12082-2,M73/1_832-1,,GC,43.498,7.393166667,08/09/2007,15:05:00,1889.8,,
M73-1,120,12083,1,GeoB12083-1,M73/1_833-1,,GC,43.61983333,7.223333333,08/09/2007,17:32:00,640.6,,
M73-1,120,12084,1,GeoB12084-1,M73/1_834-1,,GC,43.61983333,7.2265,08/09/2007,18:27:00,601.8,167,
M73-1,120,12085,1,GeoB12085-1,M73/1_835-1,,GC,43.61983333,7.228,08/09/2007,19:28:00,579.3,299,
M73-1,120,12086,1,GeoB12086-1,M73/1_836-1,,CPT,43.64366667,7.2195,08/09/2007,20:41:00,21.7,,
M73-1,120,12086,2,GeoB12086-2,M73/1_837-1,,CPT,43.64316667,7.219333333,08/09/2007,21:29:00,28.5,,
M73-1,120,12086,3,GeoB12086-3,M73/1_838-1,,CPT,43.6425,7.2195,08/09/2007,22:16:00,47.3,,
M73-1,120,12086,4,GeoB12086-4,M73/1_839-1,,CPT,43.64166667,7.2195,08/09/2007,22:51:00,69.6,,
M73-1,120,12086,5,GeoB12086-5,M73/1_840-1,,CPT,43.64066667,7.219333333,08/09/2007,23:35:00,117.2,,
M73-1,120,12086,6,GeoB12086-6,M73/1_841-1,,CPT,43.63966667,7.219333333,08/10/2007,00:20:00,149.9,,
M73-1,120,12086,7,GeoB12086-7,M73/1_842-1,,CPT,43.63866667,7.219333333,08/10/2007,01:07:00,179.4,,
M73-1,120,12087,1,GeoB12087-1,M73/1_843-1,,ROV,43.64733333,7.218,08/10/2007,02:37:00,15.8,,dive #5
M73-1,120,12088,1,GeoB12088-1,M73/1_844-1,,GC,43.616,7.219333333,08/10/2007,04:22:00,15,130,
M73-1,120,12089,1,GeoB12089-1,M73/1_845-1,,RC,43.49233333,7.347833333,08/10/2007,06:16:00,1803.6,,Push Corer (IFREMER) #22
M73-1,120,12090,1,GeoB12090-1,M73/1_846-1,,RC,43.39066667,7.542,08/10/2007,08:46:00,2247.9,,Push Corer (IFREMER) #23
M73-1,120,12091,1,GeoB12091-1,M73/1_847-1,,MB+PS,43.42066667,7.4155,08/10/2007,11:00:00,1960.7,,
M74-2,122,12201,1,GeoB12201-1,M74/2_961-1,,CTD+RO,24.253,62.99883333,10/08/2007,20:20:00,3038,,"Sound velocity profile, 16 bottles for CH4 in water"
M74-2,122,12202,1,GeoB12202-1,M74/2_962-1,,MUC,24.7,63.16666667,10/09/2007,02:15:00,1527,,~30 cm sediments
M74-2,122,12202,2,GeoB12202-2,M74/2_962-2,,MUC,24.7,63.16666667,10/09/2007,03:50:00,1526,,not closed
M74-2,122,12203,1,GeoB12203-1,M74/2_963-1,,CTD+RO,24.89533333,63.267,10/09/2007,07:40:00,349,,18 bottles fired
M74-2,122,12203,2,GeoB12203-2,M74/2_964-1,,BWS,24.89533333,63.267,10/09/2007,09:00:00,350,,all bottles filled
M74-2,122,12204,1,GeoB12204-1,M74/2_966-1,,CTD+RO,24.88345,63.02743333,10/13/2007,11:50:00,680,,all bottles filled
M74-2,122,12204,2,GeoB12204-2,M74/2_967-1,,BWS,24.88418333,63.02665,10/13/2007,13:26:00,664,,all bottles filled
M74-2,122,12204,3,GeoB12204-3,M74/2_968-1,,BBPL,24.88311667,63.02598333,10/13/2007,15:00:00,683,,profile ok
M74-2,122,12204,4,GeoB12204-4,M74/2_969-1,,MUC,24.88265,63.0266,10/13/2007,17:20:00,691,,~35 cm sediment cores
M74-2,122,12204,5,GeoB12204-5,M74/2_970-1,,MUC,24.88316667,63.02633333,10/13/2007,18:20:00,679,,"~40 cm sediment cores, 1 core lost on deck"
M74-2,122,12204,6,GeoB12204-6,M74/2_971-1,,GC,24.88266667,63.02633333,10/13/2007,19:15:00,684,,5.76 m sediments
M74-2,122,12205,1,GeoB12205-1,M74/2_973-1,,CAM,24.89343333,63.02216667,10/15/2007,19:53:00,610,,Television sled/Fernseh-Schlitten/Foto-Schlitten; 10 to 15 1-m sized bacterial mats at flare 1
M74-2,122,12206,1,GeoB12206-1,M74/2_974-1,,CAM,24.84716667,63.02333333,10/15/2007,22:42:00,1040,,Television sled/Fernseh-Schlitten/Foto-Schlitten; 4 Television slad/Fnseh-Schlitten/ Foto-Schliten; bacterial mats at flare 4
M74-2,122,12207,1,GeoB12207-1,M74/2_975-1,,CAM,24.80538333,63.09166667,10/16/2007,02:32:00,1200,,Television sled/Fernseh-Schlitten/Foto-Schlitten; No evidence for fluid seepage
M74-2,122,12208,1,GeoB12208-1,M74/2_976-1,,MUC,24.76666667,62.99966667,10/16/2007,06:00:00,1429,,all cores contained sediments
M74-2,122,12208,2,GeoB12208-2,M74/2_976-2,,MUC,24.76666667,62.99983333,10/16/2007,07:42:00,1430,,all cores contained sediments
M74-2,122,12208,3,GeoB12208-3,M74/2_976-4,,GC,24.7665,63,10/16/2007,10:34:00,1435,,"penetrated 7 m but only 1.5 m recovery, stiff clay"
M74-2,122,12208,4,GeoB12208-4,M74/2_976-5,,CTD+RO,24.76655,63.00023333,10/16/2007,12:05:00,1430,,all bottles closed
M74-2,122,12208,5,GeoB12208-5,M74/2_976-6,,BWS,24.76655,63.00003333,10/16/2007,14:52:00,1425,,bottles closed
M74-2,122,12208,6,GeoB12208-6,M74/2_976-7,,BBPL,24.76656667,63.00003333,10/16/2007,17:14:00,1437,,"Oxygen optode worked, 1 pump failed"
M74-2,122,12209,1,GeoB12209-1,M74/2_977-1,,CAM,24.62436667,63.04646667,10/16/2007,21:27:00,1600,,Television sled/Fernseh-Schlitten/Foto-Schlitten; clam cluster at flare 6
M74-2,122,12210,1,GeoB12210-1,M74/2_979-1,,CTD+RO,24.89591667,63.26683333,10/22/2007,03:02:00,360,,all bottles filled
M74-2,122,12210,2,GeoB12210-2,M74/2_979-2,,BBPL,24.89536667,63.26695,10/22/2007,04:13:00,350,,profile ok
M74-2,122,12210,3,GeoB12210-3,M74/2_979-3,,MUC,24.89516667,63.26716667,10/22/2007,07:20:00,363,,40 cm sediments
M74-2,122,12210,4,GeoB12210-4,M74/2_979-4,,MUC,24.89516667,63.26716667,10/22/2007,08:09:00,363,,only 8 out of 16 cores closed
M74-2,122,12210,5,GeoB12210-5,M74/2_979-5,,MUC,24.89516667,63.26716667,10/22/2007,08:08:00,355,,40 cm sediments
M74-2,122,12210,6,GeoB12210-6,M74/2_979-6,,GC,24.89516667,63.26716667,10/22/2007,08:45:00,355,,5.1 m recovery
M74-2,122,12211,1,GeoB12211-1,M74/2_981-1,,GC,24.62118333,62.97581667,10/23/2007,17:55:00,1613,576,~6 m recovery
M74-2,122,12212,1,GeoB12212-1,M74/2_982-1,,GC,24.61073333,62.9772,10/23/2007,19:33:00,1763,562,~6 m recovery
M74-2,122,12213,1,GeoB12213-1,M74/2_983-1,,GC,24.60751667,62.97848333,10/23/2007,21:22:00,1832,424,~6 m recovery
M74-2,122,12214,1,GeoB12214-1,M74/2_984-1,,GC,24.61498333,62.97586667,10/23/2007,23:15:00,1724,258,4.2 m recovery
